6239 = number of voxels 
9 = number of ROIs 
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...9] (if zero then not included in any ROI) 
55,-5,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
55,0,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
55,5,45,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
60,-45,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
60,-40,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
60,-35,45,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
60,-30,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
60,-25,45,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
60,-20,45,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
60,-15,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
60,-10,45,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-55,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
-55,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-55,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-55,-20,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,2
-55,-15,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-55,-5,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-50,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
-50,-30,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-50,-20,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-50,-15,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-50,-10,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-50,0,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-50,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-45,-60,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-35,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-45,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-45,-20,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-45,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-45,-5,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-45,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-45,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-45,15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-40,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-40,-60,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-40,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-35,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-40,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
-40,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-40,-20,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-40,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-40,-10,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-40,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-40,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-40,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-35,-70,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-35,-60,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-35,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-35,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-35,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-35,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-35,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-35,-20,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-35,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-35,-10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-35,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-35,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-35,15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-35,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-35,25,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-30,-70,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-30,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-30,-60,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-30,-55,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-30,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-30,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-30,-30,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-30,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-30,-20,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-30,-10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-30,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-30,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-30,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-30,10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-30,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-25,-70,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-25,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
-25,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-25,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-25,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-25,-30,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-25,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-25,-10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-25,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-25,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
-25,15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,25,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,30,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
-25,35,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-20,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-70,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-45,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
-20,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-20,5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-20,15,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-20,20,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-20,25,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-20,30,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-20,40,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-15,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-70,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-55,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-45,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-40,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
-15,-35,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
-15,-15,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
-15,-10,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-15,-5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-15,5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-15,10,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,4
-10,-80,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-55,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-45,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-40,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
-10,-25,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
-10,-15,50,Limbic Lobe,Paracentral Lobule,Brodmann area 31,0
-10,-10,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-10,-5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-10,5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-10,10,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,4
-10,40,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-10,45,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-5,-80,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-70,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-55,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-45,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
-5,-40,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
-5,-35,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
-5,-30,50,Frontal Lobe,Paracentral Lobule,Brodmann area 6,4
-5,-25,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
-5,-20,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
-5,-15,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
-5,-10,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,-5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,0,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,5,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,4
-5,15,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
-5,25,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
-5,30,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-5,35,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-5,40,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
-5,45,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
0,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-45,50,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-40,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
0,-35,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
0,-30,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
0,-25,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
0,-20,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
0,-15,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
0,-5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
0,0,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
0,5,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,4
0,10,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
0,15,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
0,20,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
0,25,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
0,30,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
0,35,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
5,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-70,50,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-55,50,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-45,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
5,-40,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
5,-35,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
5,-30,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
5,-25,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
5,-20,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
5,-15,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
5,-10,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,-5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,0,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,5,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,4
5,10,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
5,15,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
5,20,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
5,25,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 8,4
5,30,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
5,35,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
5,40,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
5,45,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
10,-80,50,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-55,50,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-45,50,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-40,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
10,-25,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
10,-15,50,Frontal Lobe,Paracentral Lobule,Brodmann area 31,4
10,-10,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
10,-5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
10,5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
10,10,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,4
10,30,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
10,35,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
10,40,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
10,45,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
15,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-70,50,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-55,50,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-45,50,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-40,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
15,-35,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
15,-15,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 6,4
15,-10,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,-5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
15,10,50,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,4
15,45,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
20,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-70,50,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-65,50,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-45,50,Frontal Lobe,Paracentral Lobule,Brodmann area 5,4
20,5,50,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
20,15,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
20,20,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
20,25,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
20,40,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
25,-75,50,Parietal Lobe,Precuneus,Brodmann area 7,2
25,-70,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
25,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
25,-60,50,Parietal Lobe,Precuneus,Brodmann area 7,2
25,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
25,-30,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
25,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
25,-10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
25,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
25,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
25,15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
25,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
25,25,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
25,30,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
25,35,50,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 8,4
30,-70,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
30,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
30,-60,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
30,-55,50,Parietal Lobe,Precuneus,Brodmann area 7,2
30,-50,50,Parietal Lobe,Precuneus,Brodmann area 7,2
30,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
30,-30,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
30,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
30,-20,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
30,-15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,-10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
30,15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
30,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
30,30,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
30,35,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
35,-70,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
35,-60,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
35,-55,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 40,2
35,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
35,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
35,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
35,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
35,-20,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
35,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
35,-10,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
35,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
35,15,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
35,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
35,25,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
35,30,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
40,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
40,-60,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
40,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
40,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
40,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
40,-20,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
40,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
40,-10,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
40,-5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
40,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
40,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
40,25,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
45,-65,50,Parietal Lobe,Superior Parietal Lobule,Brodmann area 7,2
45,-60,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-35,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
45,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
45,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
45,-20,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
45,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
45,-5,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
45,0,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
45,20,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 8,4
50,-55,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
50,-30,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
50,-20,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
50,-15,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
50,-10,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
50,0,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
50,5,50,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 6,4
55,-50,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-45,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-40,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-35,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 40,2
55,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
55,-25,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
55,-20,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,2
55,-15,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
55,-10,50,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
55,0,50,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
60,-35,50,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
60,-30,50,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
